hotel_name,location,features,ratings,reviews,review_title,room_style,price,tax_charges,city,duration,persons,cancellation_policy,pre_payment,breakfast_included,Beds,Rooms
Hotel Hadimba - A Feel like Heaven,"New Manali, Manāli",Deluxe Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,10.0,4.0,Exceptional,Deluxe Room,35100.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,Deluxe Room
FabHotel Negis Shivalay,"New Manali, Manāli",Deluxe Room1 double bedFree cancellation,9.2,5.0,Superb,Deluxe Room,9252.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,Deluxe Room
"Roamate Hostel, Old Manali","Old Manali, Manāli",Superior King Room1 large double bedFree cancellationOnly 1 room left at this price on our site,9.2,254.0,Superb,Superior King Room,36441.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 large double bed,King Room
Soli Tree Luxury Camps,Manāli,Luxury TentTent1 extra-large double bedOnly 2 left at this price on our site,8.4,7.0,Very good,Luxury Tent,12000.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 extra-large double bed,
Collection O Spex Hills,Manāli,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,9.7,4.0,Exceptional,Classic Triple Room,26928.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,3 bedrooms
Hotel Riverwood,Manāli,Superior King Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,8.1,16.0,Very good,Superior King Room,7209.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,King Room
Manali Valley Resort By Hollywood Hotels,Manāli,Deluxe Queen Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the property,10.0,6.0,Exceptional,Deluxe Queen Room,19500.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,Queen Room
The Village Manali,"Old Manali, Manāli","Family Suite with Balcony4 beds (2 extra-large doubles, 2 futons)Free cancellationOnly 2 rooms left at this price on our site",7.8,120.0,Good,Family Suite with Balcony,8505.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,,
Alpine Junkies,"Old Manali, Manāli",Double or Twin Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,,,,Double or Twin Room,3600.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,Double or 2 bedroomsss
Mastiff Grand Manali Resort,"New Manali, Manāli",Premier Double or Twin RoomBeds: 1 double or 2 singlesBreakfast includedOnly 3 rooms left at this price on our site,7.6,14.0,Good,Premier Double or Twin Room,39793.0,"3 nights, 2 adults",Manali,3,2,No,Yes,Yes,Beds: 1 double or 2 singles,Double or 2 bedroomsss
FabHotel Nirvana Deluxe,"Mall Road, Manāli",Deluxe Room1 double bedFree cancellationOnly 5 rooms left at this price on our site,8.0,1.0,Very good,Deluxe Room,9405.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,Deluxe Room
La Vaca India Manali,Manāli,Deluxe Double Room1 double bedFree cancellationOnly 6 rooms left at this price on our site,9.2,279.0,Superb,Deluxe Double Room,7497.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
ROYAL HILL MANALI,"New Manali, Manāli","Double Room with Mountain View20 beds (5 doubles, 15 large doubles)Free cancellationNo prepayment needed – pay at the property",,,,Double Room with Mountain View,9000.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,2 bedroomsss
Shivalik kanyal cottage,Manāli,Deluxe Double Room with Balcony1 extra-large double bedBreakfast & dinner includedFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,,,,Deluxe Double Room with Balcony,59400.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
Hotel Himalayan River- riverside hotel,Manāli,Superior King Room1 large double bedFree cancellation,9.4,115.0,Superb,Superior King Room,19798.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 large double bed,King Room
Bonfire Homes : Elysian Woods,"Old Manali, Manāli","King Suite with BalconyPrivate suite • 1 bedroom • 1 living room • 1 bathroom • 200m²2 beds (1 extra-large double, 1 sofa bed)Breakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 6 left at this price on our site",10.0,3.0,Exceptional,King Suite with Balcony,13336.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,"2 beds (1 extra-large double, 1 sofa bed)",1 bedroom
Sterling Manali,Manāli,Classic Double RoomBeds: 1 double or 2 singlesBreakfast includedFree cancellation,7.4,116.0,Good,Classic Double Room,23908.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,Yes,Beds: 1 double or 2 singles,2 bedroomsss
Marley's Apple Villa,"Old Manali, Manāli",Deluxe Single Room with Balcony1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,8.9,14.0,Fabulous,Deluxe Single Room with Balcony,10497.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,1 bedroom
Namaste Inn Beas Valley,Manāli,Deluxe Double Room1 extra-large double bedFree cancellationOnly 2 rooms left at this price on our site,8.0,199.0,Very good,Deluxe Double Room,13628.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
Goroomgo New Ambika Mall Road Manali,Manāli,Budget Double Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the property,,,,Budget Double Room,9897.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
FabHotel Aransh Resorts Celebriti,Manāli,Deluxe Room1 double bedFree cancellationOnly 5 rooms left at this price on our site,8.6,5.0,Fabulous,Deluxe Room,9661.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,Deluxe Room
FabHotel Castle Rock,Manāli,Deluxe Room1 double bedFree cancellationOnly 4 rooms left at this price on our site,7.7,129.0,Good,Deluxe Room,10911.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,Deluxe Room
FabHotel Misty Hills Nehru Kund,Manāli,Deluxe Room1 double bedFree cancellation,7.3,15.0,Good,Deluxe Room,13639.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,Deluxe Room
FabExpress Shami Inn Naggar Road,Manāli,Deluxe Room1 double bedFree cancellationOnly 6 rooms left at this price on our site,8.4,29.0,Very good,Deluxe Room,9891.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,Deluxe Room
3 Bhk Shashwat Cottage with Inside Fire Place Manali,Manāli,Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen3 double bedsFree cancellationNo prepayment needed – pay at the propertyOnly 1 left at this price on our site,9.8,8.0,Exceptional,Three-Bedroom Villa,29947.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,3 bedrooms
OYO Flagship Hotel Keylong Inn,Manāli,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,8.7,9.0,Fabulous,Classic Triple Room,7829.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,3 bedrooms
AbodeHome Cottage,"Aleo, Manāli","Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 21m²4 beds (1 double, 1 sofa bed, 2 large doubles)Only 1 left at this price on our site",10.0,2.0,Exceptional,Three-Bedroom Villa,9720.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,,3 bedrooms
StayVista at Casa Bella Vista,"Old Manali, Manāli",VillaEntire villa • 1 bedroom • 2 bathrooms • 23m²1 extra-large double bedBreakfast includedOnly 1 left at this price on our site,6.5,6.0,Good,Villa,34762.0,"3 nights, 2 adults",Manali,3,2,No,Yes,Yes,1 extra-large double bed,1 bedroom
"The View, Manali","Aleo, Manāli",Apartment with Mountain ViewEntire apartment • 1 bedroom • 1 bathroom • 46m²1 double bedOnly 3 left at this price on our site,8.8,9.0,Fabulous,Apartment with Mountain View,5400.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 double bed,1 bedroom
Woods IN Manali,Manāli,Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 7 rooms left at this price on our site,7.5,11.0,Good,Deluxe Double Room,26997.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
"Hotel Apple Flower, A True Gem of Hospitality","Old Manali, Manāli",Deluxe Queen SuitePrivate suite1 double bedFree cancellationNo prepayment needed – pay at the property,10.0,2.0,Exceptional,Deluxe Queen Suite,25475.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,
"Bhagwati Wood House by Aarya , Manali",Manāli,Double Room with Mountain View1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,8.8,5.0,Fabulous,Double Room with Mountain View,4050.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Hotel Mountain Top,Manāli, Super Deluxe Room1 double bedBreakfast includedFree cancellationOnly 4 rooms left at this price on our site,6.7,234.0,Good, Super Deluxe Room,12810.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,Yes,1 double bed,Deluxe Room
Ram villa- Affordable Luxury Cottages,Manāli,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 28m²3 beds (1 extra-large double, 2 sofa beds)Free cancellationNo prepayment needed – pay at the propertyOnly 2 left at this price on our site",9.5,109.0,Exceptional,One-Bedroom Apartment,23198.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,1 bedroom
Sunface Homestay,Manāli,Double Room with Mountain View1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,8.9,37.0,Fabulous,Double Room with Mountain View,4497.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
The Bunker Burwa Manali,Manāli,Deluxe Room1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,9.3,26.0,Superb,Deluxe Room,8280.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,Deluxe Room
"Clarks Inn Suites, Manali",Manāli,Deluxe Double Room with Balcony1 double bedOnly 4 rooms left at this price on our site,7.8,5.0,Good,Deluxe Double Room with Balcony,24750.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 double bed,2 bedroomsss
Echor Himalayan Heights Luxe Manali,Manāli,King Room with Spa Bath1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,,,,King Room with Spa Bath,30780.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,King Room
Krishana Valley view Stay - A Pure Veg Cottage Manali,Manāli,Deluxe Double Room1 double bedOnly 7 rooms left at this price on our site,9.0,3.0,Superb,Deluxe Double Room,13163.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 double bed,2 bedroomsss
Hotel NSB Manali,"Aleo, Manāli",Deluxe Double Room1 large double bedOnly 2 rooms left at this price on our site,10.0,2.0,Exceptional,Deluxe Double Room,8100.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 large double bed,2 bedroomsss
Woodrock Luxury Botique Hotel,"New Manali, Manāli",ATTIC ROOM1 extra-large double bedOnly 6 rooms left at this price on our site,8.3,63.0,Very good,ATTIC ROOM,32400.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 extra-large double bed,
The Dafodil - A Boutique Hotel,Manāli,Superior King Room1 double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 7 rooms left at this price on our site,9.1,121.0,Superb,Superior King Room,29997.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 double bed,King Room
Hotel Mountain Majesty! Top-Rated Luxury Stay Amid Snowcapped Mountains with Balcony and Riverside Calm,"New Manali, Manāli",One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 31m²1 double bed,9.4,32.0,Superb,One-Bedroom Apartment,38997.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 double bed,1 bedroom
Manali 360 Degree,Manāli,Deluxe Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 3 rooms left at this price on our site,,,,Deluxe Room,7500.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,Deluxe Room
Timelapse,"Old Manali, Manāli",Budget Double Room1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,,,,Budget Double Room,3900.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Safarnama Bed and Breakfast,Manāli,Double Room with Balcony1 double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,,,,Double Room with Balcony,5400.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 double bed,2 bedroomsss
Homestay manali,"New Manali, Manāli",Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,4.0,2.0,Good,Double Room,4800.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
Rishi's House & Cafe,"Old Manali, Manāli",Budget Double Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the property,,,,Budget Double Room,6750.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
The Hosteller Manali,"Old Manali, Manāli","Deluxe Double Room (Double Room with Attached Bathroom, 02 Hrs Early Check-in {Subject to availability} and High-Speed WiFi)1 large double bedFree cancellationOnly 1 room left at this price on our site",8.7,339.0,Fabulous,"Deluxe Double Room (Double Room with Attached Bathroom, 02 Hrs Early Check-in {Subject to availability} and High-Speed WiFi)",25965.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss2 bedroomsss
The Joint Cafe & Stay India,"Old Manali, Manāli",Deluxe Room1 double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,,,,Deluxe Room,8700.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 double bed,Deluxe Room
Hotel Marina Heights,Manāli,Double Room with Mountain View1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 7 rooms left at this price on our site,10.0,1.0,Exceptional,Double Room with Mountain View,10080.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
Hotel Sitara International,Manāli,Deluxe Room1 large double bedBreakfast & dinner includedOnly 4 rooms left at this price on our site,,,,Deluxe Room,15600.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 large double bed,Deluxe Room
The Winter House,Manāli,"Two-Bedroom VillaEntire villa • 2 bedrooms • 1 living room • 1 bathroom3 beds (1 single, 1 double, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",,,,Two-Bedroom Villa,7793.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,2 bedroomsss
Cafe Saffron & Cottages,Manāli,Deluxe Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,,,,Deluxe Room,5441.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,Deluxe Room
The Orchard Greens,"Old Manali, Manāli",Deluxe Double Room1 large double bedFree cancellationOnly 3 rooms left at this price on our site,7.4,116.0,Good,Deluxe Double Room,9679.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Non Stop Cafe Hostel & Stay,"Old Manali, Manāli",Double Room with Mountain View1 double bedOnly 4 rooms left at this price on our site,7.8,28.0,Good,Double Room with Mountain View,6750.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 double bed,2 bedroomsss
Back pakers house,Manāli,"Double Room with Garden View4 beds (2 doubles, 2 extra-large doubles)Breakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site",,,,Double Room with Garden View,5400.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,,2 bedroomsss
Kanyal hills view tha mountain,Manāli,Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,,,,Double Room,2997.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
ROOP MOUNTAIN HOMESTAY,Manāli,Economy Double Room1 single bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,9.0,10.0,Superb,Economy Double Room,3597.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,2 bedroomsss
Firdaws,Manāli,Standard Double or Twin Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,9.5,2.0,Exceptional,Standard Double or Twin Room,9000.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,Double or 2 bedroomsss
Raj Guest House,Manāli,Double Room1 double bedFree cancellationNo prepayment needed – pay at the property,10.0,2.0,Exceptional,Double Room,3600.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
North Himalayan Homestay Manali,Manāli,Double Room with Mountain View2 double bedsBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,10.0,6.0,Exceptional,Double Room with Mountain View,6883.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,2 double beds,2 bedroomsss
Ayushman Hotels,"Aleo, Manāli",Deluxe Room1 single bedFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,9.0,21.0,Superb,Deluxe Room,14040.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,Deluxe Room
Throttle Shrottle Moto Hostel,Manāli,Double or Twin Room with Mountain View1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,,,,Double or Twin Room with Mountain View,3900.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,Double or 2 bedroomsss
Snow Town Resort,Manāli,Double Room with Mountain View1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the property,,,,Double Room with Mountain View,6900.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
The Aural Manali,Manāli,Comfort Quadruple Room2 extra-large double bedsFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,10.0,6.0,Exceptional,Comfort Quadruple Room,7290.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,4 bedrooms
Woods IN Manali,Manāli,Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 7 rooms left at this price on our site,7.5,11.0,Good,Deluxe Double Room,21598.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
Hotel Dream Land,"Old Manali, Manāli",Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 3 rooms left at this price on our site,,,,Deluxe Double Room,8100.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
Jubilant Manali,Manāli,One-Bedroom Apartment1 double bedBreakfast includedFree cancellation,10.0,1.0,Exceptional,One-Bedroom Apartment,12066.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,Yes,1 double bed,1 bedroom
Aloka Resort,"Mall Road, Manāli",Deluxe Room1 single bedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,9.2,18.0,Superb,Deluxe Room,19500.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,Deluxe Room
The aural,Manāli,Deluxe Room1 double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,,,,Deluxe Room,7200.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 double bed,Deluxe Room
Juniper New House,Manāli,"Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 14m²3 beds (2 doubles, 1 sofa bed)Free cancellationNo prepayment needed – pay at the propertyOnly 1 left at this price on our site",10.0,2.0,Exceptional,Two-Bedroom Apartment,14826.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,2 bedroomsss
POP Hotel Prini Inn,Manāli,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,,,,Classic Triple Room,24589.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,3 bedrooms
The Dafodil - A Boutique Hotel,Manāli,Superior King Room1 double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 7 rooms left at this price on our site,9.1,121.0,Superb,Superior King Room,26997.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 double bed,King Room
"1 BHK INDEPENDENT MUD HOUSE WITH NETFLIX, POWER BACKUP, WIFi ,BALCONY, KITCHEN",Manāli,One-Bedroom HouseEntire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 186m²1 large double bedFree cancellationNo prepayment needed – pay at the property,9.9,7.0,Exceptional,One-Bedroom House,10500.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,1 bedroom
Luxury Planet Resort Manali,Manāli,Double Room with Garden View1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,,,,Double Room with Garden View,16500.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
The Phoenix Eye Hotel & Restaurant,Manāli,King Room with Mountain View1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,4.4,5.0,Good,King Room with Mountain View,4318.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 large double bed,King Room
Solitaire Express - A Home In Mountains,"New Manali, Manāli",One-Bedroom Apartment1 double bedOnly 1 left at this price on our site,10.0,12.0,Exceptional,One-Bedroom Apartment,9447.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 double bed,1 bedroom
The Joint Stays and Cafe,"Mall Road, Manāli",Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,9.3,3.0,Superb,Deluxe Double Room,13530.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
Tripli Hotels Conifer Wood Cottage,Manāli,Two-Bedroom HouseEntire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 37m²2 extra-large double bedsFree cancellationOnly 3 left at this price on our site,10.0,1.0,Exceptional,Two-Bedroom House,34713.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,,2 bedroomsss
Hikeify Manali,Manāli,Twin Room with Mountain View1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,,,,Twin Room with Mountain View,12750.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
The Beatrix Manali,Manāli,Deluxe Room3 double bedsFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,,,,Deluxe Room,3990.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,Deluxe Room
New jubilant,Manāli,Double Room1 double bedFree cancellationOnly 7 rooms left at this price on our site,,,,Double Room,12373.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
"Apple Garden, Manali",Manāli,Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 7 rooms left at this price on our site,,,,Double Room,29997.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
THC - The Heaven’s Corner café & home stay,Manāli,Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,,,,Double Room,3120.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,2 bedroomsss
Nomadmanali,Manāli,King Room with Balcony1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,10.0,2.0,Exceptional,King Room with Balcony,6750.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,King Room
goSTOPS Manali,"Old Manali, Manāli",Deluxe Private Room with Ensuite Bathroom1 double bedOnly 7 rooms left at this price on our site,8.0,312.0,Very good,Deluxe Private Room with Ensuite Bathroom,21870.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 double bed,
Goonj homestay,Manāli,Double Room1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,,,,Double Room,5610.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
Star Rising,"Old Manali, Manāli",Queen Room1 extra-large double bedOnly 2 rooms left at this price on our site,,,,Queen Room,8100.0,"3 nights, 2 adults",Manali,3,2,No,Yes,No,1 extra-large double bed,Queen Room
"Shivam Cottage Naggar, Manali","Aleo, Manāli",Deluxe Room1 extra-large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,,,,Deluxe Room,15000.0,"3 nights, 2 adults",Manali,3,2,Yes,No,Yes,1 extra-large double bed,Deluxe Room
Kanak Homes,Manāli,"Deluxe Double Room (2 Adults + 1 Child)2 beds (1 double, 1 futon)Free cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site",,,,Deluxe Double Room (2 Adults + 1 Child),3297.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,,2 bedroomsss
Hotel Jubilant Manali,Manāli,Deluxe Studio1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 5 left at this price on our site,6.5,8.0,Good,Deluxe Studio,6627.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,
The Cedar Cottages Manali,Manāli,"Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 3 bathrooms • 19m²9 beds (3 sofa beds, 3 large doubles, 3 futons)Free cancellationOnly 1 left at this price on our site",10.0,2.0,Exceptional,Three-Bedroom Villa,30375.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,,3 bedrooms
Camp Exotica,"Mall Road, Manāli",TentTent1 double bedBreakfast & dinner includedFree cancellationNo prepayment needed – pay at the property,,,,Tent,11985.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 double bed,
Lemon Tree Hotel Manali,Manāli,Deluxe King Room1 large double bedFree cancellationOnly 7 rooms left at this price on our site,8.1,22.0,Very good,Deluxe King Room,38400.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 large double bed,King Room
Little Heaven by HumTripWale,Manāli,Double Room with Garden View1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,10.0,3.0,Exceptional,Double Room with Garden View,21600.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Village House - A Perfect Home Stay,Manāli,Economy Double Room1 extra-large double bedFree cancellationOnly 2 rooms left at this price on our site,7.4,55.0,Good,Economy Double Room,6600.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
The Doors Inn Manali,Manāli,Double Room with Garden View1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,9.0,5.0,Superb,Double Room with Garden View,9000.0,"3 nights, 2 adults",Manali,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
Regenta Place Green Leaf Manali,Manāli,Deluxe Room1 double bedFree cancellationOnly 4 rooms left at this price on our site,7.2,5.0,Good,Deluxe Room,24225.0,"3 nights, 2 adults",Manali,3,2,Yes,Yes,No,1 double bed,Deluxe Room
